Infraestructura Educativa,,,,,,,,,,
Unidad,Nombre Unidad,Zona Coplademun,Escuela,Ubicación,Director,Alumnos,Nivel,Descripción Nivel,Clase,Descripción Clase
122,"Estancia, La",5A,Primaria Estatal “Ignacio Ramos Praslow” T/M,"Millet Nº 500, Tel. 36297884 ",Dir. Prof. Eladio Mora Parga,,3,Primaria,1,Público
122,"Estancia, La",5A,"Secundaria Estatal, “Mixta U. Nº 4”","Héctor Berlioz Nº 5223, TEL. 36293367
",Dir. Carlos Guitron,,4,Secundaria,1,Público
122,"Estancia, La",5A,"Secundaria Particular ""Centro Educativo Andrew Carnegie""","Sebastían Bach Nº 5599, Tel. 36733298",Dir. Lidia Rebeca Torres Vega,,4,Secundaria,2,Privado
122,"Estancia, La",5A,"Centro de Educación Especial ""Pablo Neruda"" (Preescolar,Primaria, Secundaria y Preparatoria)",Ludwing Van Beethoven Nº 5099. Tel. 31205744,Dir. Rita Guadalupe Ávalos Ortega,,7,Centro de Educación Especial,2,Privado
122,"Estancia, La",5A,"Escuela Mixta para el Desarrollo de Invidente Hellen Keller, A.C. (Educ.Inicial, Preescolar  y Prim)","Sebastian Bach Nº 5638, (Brahams y Tchaikiovsky). Tel. 36293448 y 36291183",Dir. Emilia Camarena García,,7,Centro de Educación Especial,2,Privado
122,"Estancia, La",5A,Academia de Ingles Avery Franz de Witt,"Johann Sebastian Bach  No. 5093,      ",,,8,Otros,2,Privado
122,"Estancia, La",5A,"Escuela de Musica ""Elevare"" ",Miguel Angel 294 Tel. 30701431,Dir. Joaquín Garzón,,8,Otros,2,Privado
122,"Estancia, La",5A,"Academia de Ingles  ""Rockefeller Center""",Rafael  Sanzio 341 Tel. 36291590    Academia de Ingles,,,8,Otros,2,Privado
123,"Estrada, La",RS,"Preescolar Estatal ""Nueva Creación""","Adolfo López Mateos, Tel. 38970068",Dir. Manuela Gallegos Hernández,,2,Preescolar,1,Público
123,"Estrada, La",RS,"Preescolar Estatal ""Agustín Melgar""","Adolfo López Mateos, Tel. 38970068",Dir. María Magdalena Reynoso Solís,,2,Preescolar,1,Público
124,Eucalipto Vallarta,5A,"Preescolar ""Calmecac""","Tiziano No. 5252, esq Velazquez, Tel. 36290203",,,2,Preescolar,2,Privado
125,Exitmex,5A,"Instituto ""Miguel Angel de Occidente""",Av. Guadalupe No. 6600 y Misión San Lorenzo,"Sor Gloria Eugenia Ortiz Villalón  	 ",,2,Preescolar,2,Privado
125,Exitmex,5A,"Instituto ""Miguel Angel de Occidente""","Av. Guadalupe No. 6600, Tel. 3125 1878","Sor Gloria Eugenia Ortiz Villalón  	 ",,3,Primaria,2,Privado
125,Exitmex,5A,"Instituto ""Miguel Angel de Occidente""","Av. Guadalupe No. 6600, Tel. 3125 1878","Sor Gloria Eugenia Ortiz Villalón  	 ",,4,Secundaria,2,Privado
125,Exitmex,5A,"Instituto ""Miguel Angel de Occidente""","Av. Guadalupe No. 6600, Tel. 3125 1878",Sor Gloria Eugenia Ortiz Villalón,,5,Educación Media,2,Privado
126,Exhacienda del Lazo,RN,"Primaria ""Manuel M. Cerna""",Domicilio conocido,,,3,Primaria,1,Público
127,"Experiencia, la",2B,"Preescolar Estatal ""Sor Juana Inés de la Cruz""","Laureles Nº 27, Tel. 38611407",Dir. Alicia Romero Hernández,,2,Preescolar,1,Público
127,"Experiencia, la",2B,Obreros de la Experiencia T/M y T/V,Ma. Teresa Campirano No. 46,,,2,Preescolar,1,Público
127,"Experiencia, la",2B,"Preescolar Estatal ""Francisco González Bocanegra""","Laureles Nº 27, Tel. 38611407",Dir. Rosa Gómez Juárez,,2,Preescolar,1,Público
127,"Experiencia, la",2B,"PRIMARIA ""ADOLFO LOPEZ MATEOS"" T/V","MARIA TERESA CAMPIRANO 1, TEL. 38612893

",,,3,Primaria,1,Público
127,"Experiencia, la",2B,"PRIMARIA ""MA TERESA CAMPIRANO PALENCIA"" T/M","MARIA TERESA CAMPIRANO 1, TEL. 36609092

",,,3,Primaria,1,Público
127,"Experiencia, la",2B,Secundaria Federal “Cuauhtemoc” T/MAT-VESP,Ma. Teresa Campirano Nº 43 y Muralla No. 30 Tel. 3660 7304,Dir. Alicia Hernández García,,4,Secundaria,1,Público
127,"Experiencia, la",2B,"Preparatoria Tonala, Módulo Descentralizado La Experiencia (Universidad de Guadalajara)",Hidalgo No. 2 Tel. 36601489,Coordinador Adrián Salvador González Camarena,,5,Educación Media,1,Público
128,"Flores, Las",5A,"""El Planeta de la Fantasía""","San Vicente de Paul No. 485, Tel. 31215099",,,2,Preescolar,2,Privado
129,"Floresta del Colli, La",7,"PREESCOLAR ""LUIS FARAH MATA"" T/V","ROSA 40
",,,2,Preescolar,1,Público
129,"Floresta del Colli, La",7,Preescolar Tlamachtilli T/M,Amapola Nº 73,Dir. Hilda Tizcarreño Barajas,,2,Preescolar,,Desconocido
131,Fortín ,7,"Preescolar ""Amado Nervo""","Juan de la Barrera Nº 3274, Tel. 31803261",Dir. Liliana Preciado Serrano,,2,Preescolar,1,Público
131,Fortín ,7,"PREESCOLAR "" BIIZU HUIINI"" T/M","FRANCISCO MONTES DE OCA 3352
",,,2,Preescolar,2,Privado
131,Fortín ,7,"PREESCOLAR ""MONTE ALBAN II"" T/M","PROLONGACION MARIANO OTERO 2811
",,,2,Preescolar,2,Privado
131,Fortín ,7,"SECUDNARIA ""COLEGIO MONTE ALBAN"" T/M","PROLONGACION MARIANO OTERO 2811, TEL. 31252004

",,,4,Secundaria,2,Privado
132,"Fortines, Los",7,Inexistente,,,,99,NINGUNO,99,NINGUNO
133,"Bosques del Centinela, Fraccionamiento",2A,"Academia Municipal ""Bosques del Centinela"" ","Av. de Los Bosques S/N cruza con Prolongación Parres Arías, Tel. 36369492
Cursos CORTE Y CONFECCIÓN Y CULTURA DE BELLEZA",C. Alfredo López Villanueva,,8,Otros,1,Público
134,"Cristal, Fraccionamiento",8,Inexistente,,,,99,NINGUNO,99,NINGUNO
136,"Los Paraísos, Fraccionamiento",1B,Inexistente,,,,99,NINGUNO,99,NINGUNO
137,Francisco Sarabia,8,"Preescolar Federal ""Pablo Neruda""","Ignacio Allende Nº 34, Tel. 36842172",Dir. Adriana del Carmen Aceves Delgadillo,110,2,Preescolar,1,Público
137,Francisco Sarabia,8,Primaria Federal “José López Portillo Webwer”  T/M,"Allende Nº 34, Tel. 36849444",Dir. Enc. Cecilia González Limón,416,3,Primaria,1,Público
137,Francisco Sarabia,8,Primaria Federal “Forjadora de la Patria”  T/V,"Allende Nº 34, Tel. 38335803",Dir. Jorge Enrique Hernández Talamantes,,3,Primaria,1,Público
138,Francisco Sarabia Poniente,8,"Preescolar Estatal ""Ignacio Manuel Altamirano""","Hortensia No 884, Tel. 36842466",Margarita Veliz Quezada,,2,Preescolar,1,Público
138,Francisco Sarabia Poniente,8,"Preescolar Estatal ""Ma. Guadalupe Evelina Cosío Vidaurri""","Hortensia No. 884, Tel. 36842466",Margarita Veliz Quezada,,2,Preescolar,1,Público
139,Francisco Villa (antes villa de Torremolinos),3,"Preescolar "" Idolina Gaona Ruíz"" T/M",Torremolinos ,,,2,Preescolar,,Desconocido
139,Francisco Villa (antes villa de Torremolinos),3,Primaria “Netzahualcoyotl”  T/M,"Valdepeñas Nº 1305, Tel. 38345839",Dir. Mtra. Alicia Vázquez Rivas,,3,Primaria,1,Público
139,Francisco Villa (antes villa de Torremolinos),3,Primaria “Manuel Álvarez Miramontes”  T/V,"Valdepeñas Nº 1305, Tel. 38345839",Dir. Mtra. Bertha Alicia Navarro Jiménez,,3,Primaria,1,Público
140,"Fresno, El",4,Jardín de Niños Juan de la Barrera,"Palmas, esq. Av. Palmas",,,2,Preescolar,1,Público
140,"Fresno, El",4,"PREESCOALR ""GENARO CODINA"" T/V","LAS PALMAS
",,,2,Preescolar,1,Público
140,"Fresno, El",4,"PREESCOLAR ""CAIC HEROES NACIONALES"" ",ANACLETO GONZALEZ FLORES,,,2,Preescolar,1,Público
140,"Fresno, El",4,"PRIMARIA ""JUAN JOSE ARREOLA"" T/V","PALMAS
",,,3,Primaria,1,Público
140,"Fresno, El",4,Primaria Urbana 1248 Benemérito de las Américas,Av. Palmas y Eucalipto,,,3,Primaria,1,Público
140,"Fresno, El",4,"SECUNDARIA ""ALMA ROSA PADILLA RODRIGUEZ"" T/M","ANACLETO GONZALEZ FLORES
",,,4,Secundaria,1,Público
141,"Fuentes, Las",6,"Preescolar ""Instituto Francisco I Madero"" T/M y T/V",Circunvalación Norte No. 160 Tel. 36310140,Dir. María de la Luz  Ibañez Alonso,,2,Preescolar,2,Privado
141,"Fuentes, Las",6,"Preescolar ""Franz Schubert""","Circunvalación Norte No. 195, Tel. 38702351",,,2,Preescolar,2,Privado
141,"Fuentes, Las",6,"Preescolar ""Federico Froebel"" T/V","San Antonio Nº 111, Tel. 36319828",Dir. María Teresa Rita Espinosa Camacho,,2,Preescolar,1,Público
141,"Fuentes, Las",6,"Preescolar ""Federico Froebel"" T/M con USAER ""Tenamamiki""","San Antonio Nº 111, Tel. 3331431312",Dir. Lucila Cárdenas Olivares,,2,Preescolar,1,Público
141,"Fuentes, Las",6,"Preescolar Colegio ""John F. kennedy""","Circunvalación Sur No. 167, Tel. 36310544,",Dir. Paulina Aceves de Murguía,,2,Preescolar,2,Privado
141,"Fuentes, Las",6,"Preescolar ""Abraham Lincon""","Circunvalación Sur Nº 62, Tel. 36313032",Dir. Sara Carrillo Frausto,,2,Preescolar,2,Privado
141,"Fuentes, Las",6,"Primaria Federal ""Valentín Gómez Farias""  T/M","Circunvalación Nte. Nº 100, Tel. 36313921",Dir. Ma. de La Luz Rojas Orozco,,3,Primaria,1,Público
141,"Fuentes, Las",6,Primaria Particular “Instituto Anglo Francés”  T/M,"Las Fuentes Nº 75, Tel. 36321846 y 36311682",Dir. Esther Contreras Munguia,,3,Primaria,2,Privado
141,"Fuentes, Las",6,"PRIMARIA "" INDEPENDENCIA"" T/M","LOPEZ MATEOS SUR 6178 A, TEL. 36321198

",,,3,Primaria,2,Privado
141,"Fuentes, Las",6,"PRIMARIA ""JOHN F KENNEDY"" T/M","AVENIDA DE LAS FUENTES 120, TEL. 36311209

",,,3,Primaria,2,Privado
141,"Fuentes, Las",6,Primaria “Instituto Francisco I. Madero”  T/M,"Circunvalación Norte Nº 160, Tel. 36310140",Dir. José Manuel Pedro Martín Gómez,,3,Primaria,2,Privado
141,"Fuentes, Las",6,Primaria “Abraham Lincoln”  T/M,"Circunvalación Sur Nº 62, Tel. 36313032",Dir. Sara Carrillo Fausto,,3,Primaria,2,Privado
141,"Fuentes, Las",6,"Primaria Federal ""Valentín Gómez Farias""  T/V","Circunvalación Nte. Nº 100, Tel. 36313921",Dir. Hortencia Barajas Beltrán,,3,Primaria,1,Público
141,"Fuentes, Las",6,Secundaría Particular “Francisco I. Madero” T/M,"Circunvalación Norte Nº 160, Tel. 36315831 y 36313132
",Dir. Francisco Javier Bravo Bermudes,,4,Secundaria,2,Privado
141,"Fuentes, Las",6,Secundaría Particular “Abraham Lincoln” T/M,"Circunvalación Sur Nº 62, Tel. 36313032 y 36313132
",Dir. Sara Carrillo Frausto,,4,Secundaria,2,Privado
141,"Fuentes, Las",6,"SECUNDARIA ""INDEPENDENCIA"" T/M","LOPEZ MATEOS SUR 6178 A, TEL. 36321198

",,,4,Secundaria,2,Privado
141,"Fuentes, Las",6,Preparatoria  Abraham Lincoln T/M,"Circunvalación Sur, Nº 62, Tel. 36313032 y 36348780",Dir. Sara Carrillo Frausto,,5,Educación Media,2,Privado
141,"Fuentes, Las",6,"Preparatoria ""Instituto Francisco  I. Madero""  T/M y T/V","Circunvalación Norte Nº 160, Tel. 36315831",Dir. Juan José Aguilar Preciado,,5,Educación Media,2,Privado
141,"Fuentes, Las",6,"USAER ""TenanamiKi""","San Antonio Nº 111, Tel. 36319828",Profr. Rosa Liliana González,,7,Centro de Educación Especial,1,Público
143,"Giralda, la",6,"Secundaria Particular ""Centro de Estudios Europeo Mexicano""",,,,4,Secundaria,2,Privado
143,"Giralda, la",6,"Preparatoria ""Centro de Estudios Euro Mexicano""","La Giralda Nº 100, Tel. 36319409",Dir. Francisco José González Landera,,5,Educación Media,2,Privado
143,"Giralda, la",6,Universidad de Especialidades (UNE),"López Mateos 4154, casi Mariano Otero  (www.universidad.une.com)",,,6,Universidad,2,Privado
144,Girasoles,4,"Estancia Infantil ""Sedesol"" ",Tulipanes entre Santa Lucrecia y Av. Santa Margarita ,,,1,Inicial / Guarderia,,Desconocido
144,Girasoles,4,"Preescolar Estatal ""Ma. Del Refugio Pacheco de López Portillo""","Girasoles Nº 120, Tel. 36362259",Dir. Ma. Isabel Castellanos Figueroa,,2,Preescolar,1,Público
144,Girasoles,4,"PRIMARIA ""15 DE MAYO"" T/V","ROSAS, TEL. 38333485

",,,3,Primaria,1,Público
144,Girasoles,4,"PRIMARIA ""J JESUS RICARDO BALDERAS ALVAREZ"" T/M","ROSAS, TEL. 38333486

",,,3,Primaria,1,Público
144,Girasoles,4,"PRIMARIA ""PEDRO MORENO T/V","GIRASOLES 803, TEL. 38331658

",,,3,Primaria,1,Público
144,Girasoles,4,Primaria Federal “Cuauhtemoc”  T/M,"Girasoles Nº 803, Tel. 36362262",Dir. Agustín Orta Rosas,,3,Primaria,1,Público
145,Girasoles Elite,4,Jardin de Niños Galileo Galilei,"Av. Prolongacion Acueducto
Pvda. Sta. Lucia Nº 937",,,2,Preescolar,2,Privado
146,"Gloria, La",5A,Inexistente,,,,99,NINGUNO,99,NINGUNO
147,González Ortega,1B,"Preescolar ""Colegio Chapultepec""",Morelos No. 648,,,2,Preescolar,2,Privado
147,González Ortega,1B,"Primaria ""Colegio Chapultepec""",Morelos No. 648,,,3,Primaria,2,Privado
148,"Grana, La",3,"Albergue ""Mi Hogar""",La Grana y Av. del Rastro,,,3,Primaria,2,Privado
148,"Grana, La",3,"Escuela de Baile ""Dance Center""",La Grana 25-A,,,8,Otros,2,Privado
149,Guadalajarita (ó Club Atlas),1A,Inexistente,,,,99,NINGUNO,99,NINGUNO
150,Guadalupe Jardín,5A,Inexistente,,,,99,NINGUNO,99,NINGUNO
151,"Guayabos, Comunidad Ecológica, Los",2A,Inexistente,,,,99,NINGUNO,99,NINGUNO
152,Gusa,1B,Inexistente,,,,99,NINGUNO,99,NINGUNO
153,Haciendas de las Lomas,5B,"Preescolar ""Niño Artillero""",Ernesto Hemingway No. 196 y Fedor Dostoievsky,,,2,Preescolar,1,Público
153,Haciendas de las Lomas,5B,"Primaria ""Conchita Becerrra de Celis""",Paseo Lomas Altas SN y Ernesto Hemingway,,,3,Primaria,1,Público
154,Hacienda de Tepeyac I,6,Inexistente,,,,99,NINGUNO,99,NINGUNO
155,Hacienda de Tepeyac II,6,"PREESCOLAR ""IRENEO PAZ"" T/M","REJONEADOR 47
",,,2,Preescolar,2,Privado
155,Hacienda de Tepeyac II,6,"Preescolar ""Bertha Von Glummer""","Picador Nº 6613, Tel. 36205474",Dir. Emma Guadalupe Manzera Olmos,,2,Preescolar,2,Privado
155,Hacienda de Tepeyac II,6,"Primaria Particular ""Bertha Von Glummer""  ","Picador Nº 1464, Tel. 36205474",Dir. Oswaldo Salcedo Ramírez,,3,Primaria,2,Privado
155,Hacienda de Tepeyac II,6,"Secundaria  ""Bertha Vom  Glummer"" T/V",Picador No. 1464 Tel. 36205474,Dir. Lic. Oswaldo Salcedo Ramírez,,4,Secundaria,2,Privado
157,Hacienda del Valle,3,"Preescolar Federal ""Luis Donaldo Colosio Murrieta"" T/M","Hacienda de los Nardos S/N,  Tel. 33640152",Dir. María del Carmen Guzmán García,,2,Preescolar,1,Público
157,Hacienda del Valle,3,"Preescolar Federal ""Guadalupe Victoria"" T/V","Hacienda de los Nardos S/N, Tel. 33640152",Dir. Modesta Barrios Alvarado  (Jubilado solicitar nuevo nombre),,2,Preescolar,1,Público
157,Hacienda del Valle,3,Primaria Federal “Ignacio Manuel Altamirano”  T/V,"Hacienda Laureles, Tel. 38369213 y 38968244",Dir. Yolanda Valdez Gutiérrez,274,3,Primaria,1,Público
157,Hacienda del Valle,3,Primaria Federal “Ignacio Manuel Altamirano”  T/M,"Hacienda Laureles, Tel. 36389213 y 38349282",Dir. Alicia Vázquez Rivas,388,3,Primaria,1,Público
159,"Haciendita, La",8,"Preescolar ""Graciela González Gallo"" T/V",Vallarta No. 2340,Dir. Martha Alicia Baltazar Herrera,,2,Preescolar,1,Público
159,"Haciendita, La",8,"Preescolar ""Graciela González de Gallo"" T/M",Vallarta Nº 2340,Dir. Martha Alicia Baltazar Herrera,134,2,Preescolar,1,Público
160,Heroes Nacionales,4,Pilhuancalli Montessori Neuromotor A.C.,Félix Zuloaga y Anacleto González Flores,,,1,Inicial / Guarderia,2,Privado
160,Heroes Nacionales,4,Pilhuancalli Montessori Neuromotor A.C.,Félix Zuloaga y Anacleto González Flores,,,2,Preescolar,2,Privado
161,"Higuera, La",2B,"CAIC ""Centro de Asistencia Infantil Comunitaria"" del DIF",Tabachín No. 1393.,Encargada Selene Sarahí Dinero Jiménez,25,1,Inicial / Guarderia,1,Público
161,"Higuera, La",2B,Preescolar Federal “Pilli”,Av. Las Higueras Nº 15,Dir. Irma Yolanda Beas López,,2,Preescolar,1,Público
162,Hogares de Atemajac,2A,Inexistente,,,,99,NINGUNO,99,NINGUNO
163,Hogares,2B,"Primaria Estatal ""Artículo Tercero de la Constitución"" T/V","Zapotlán Nº 1777, Tel. 36729744 y 36338752",Dir. Ma. Luisa López Gódinez,,3,Primaria,1,Público
163,Hogares,2B,"Primaria Estatal ""Artículo Tercero de la Constitución""  T/M","Zapotlán Nº 1777, Tel. 36608869 y 36607640",Dir. Ma. Luisa López Gódinez,,3,Primaria,1,Público
163,Hogares,2B,"Primaria Estatal ""Artículo Tercero de la Constitución""  T/N","Zapotlán Nº 1777, Tel. 36603621",Dir. Alberto Román Puga,,3,Primaria,1,Público
164,Hogares de Nuevo México,3,Preescolar Federal “Jaime Nuño”,"San Juan de los Lagos, esq. 16 de septiembre",Dir. Patricia Villalobos Vázquez,,2,Preescolar,1,Público
164,Hogares de Nuevo México,3,Primaria Federal “Rita Pérez de Moreno” T/V,Calle 27 de Septiembre Nº 3271,Dir. Gloria Catalina García Órnelas,,3,Primaria,1,Público
164,Hogares de Nuevo México,3,Primaria Federal “José de Jesús González Padilla” T/M,"Calle 27 de Septiembre Nº 3271, TEL. 33656356
",Dir. Yolanda del Rocio Olvera de Caso,,3,Primaria,1,Público
164,Hogares de Nuevo México,3,"Escuela de Futbol ""Chiva Barrio""","San Juan de los Lagos, entre 16 de septiembre y 27 de septiembre",,,8,Otros,1,Público
165,Hogares del Batán,1B,"Preescolar ""Colegio Chapultepec"" T/M",Morelos # 648,,,2,Preescolar,2,Privado
165,Hogares del Batán,1B,"Jardín de Niños ""Benito Juárez""","Calle Morelos, junto al canal",,,2,Preescolar,1,Público
167,Huaxtla,RN,Primaria Federal “Cuauhtemoc” T/M,"La Purísima Nº 19, Tel. 38341849 Y 11314813
",Dir. Guillermo Hernández Macías,,3,Primaria,1,Público
167,Huaxtla,RN,Tele Secundaria “Octavio Paz”,San Felipe No. 10,Dir. Berthario Corrales Cuicas,,4,Secundaria,1,Público
168,"Huerta, La",1B,"Preescolar ""José López Portillo""",Constituyentes y Gral. Pablo Quiroga,,,2,Preescolar,1,Público
168,"Huerta, La",1B,"PREESCOLAR ""CARLOS FUENTES"" T/M","GOMEZ FARIAS 236
",,,2,Preescolar,2,Privado
168,"Huerta, La",1B,"PREESCOLAR ""PILNEQUINI"" T/M","MARIA CRISTINA PEÑA 266
",,,2,Preescolar,2,Privado
169,"Húmedo de Nextipac, El",RS,Centro de Atención Infantil DIF,Andador Jacaranda y Granizo,,,1,Inicial / Guarderia,1,Público
169,"Húmedo de Nextipac, El",RS,Preescolar Federal “Amado Nervo”,Río Yang tsen Nº 673,Dir. Marisela Pérez Ortega,,2,Preescolar,1,Público
169,"Húmedo de Nextipac, El",RS,Primaria Federal “Manuel López Cotilla” T/V,"Yangtse frente al No. 670, Tel. 38344504",Dir. Rodolfo Gómez Valdez,,3,Primaria,1,Público
169,"Húmedo de Nextipac, El",RS,Primaria Federal “Luís Donaldo Colosio Murrieta” T/M,"Río Yangtse frente al No. 670, Tel. 3335652387",Dir. María Guadalupe de Orta Lozano,,3,Primaria,1,Público
170,Indígena de Mezquitán ,2B,"Preescolar Federal ""Estefanía Castañeda""",Calle 22 de Junio e Hidalgo,Dir. Aurora Villegas Carranza,,2,Preescolar,1,Público
170,Indígena de Mezquitán ,2B,"Primaria Federal ""Emiliano Zapata"" T/V","22 de Junio y Josefa Ortíz de Domínguez, Tel. 36612415 y 33665017
",Dir. Raúl García de León,,3,Primaria,1,Público
170,Indígena de Mezquitán ,2B,"Primaria Federal ""Manuel Doblado"" T/M","22 de Junio y Josefa OrtÍz de Domínguez, Tel. 3338441165 y 33665549
",Dir. Guadalupe Virginia Azcorra Peraza.,,3,Primaria,1,Público
171,Indígena de San Juan Ocotán,4,"Estancia Infantil ""Nunutzi Sedesol""",Parral 10,,,2,Preescolar,1,Público
171,Indígena de San Juan Ocotán,4,"Preescolar ""Xuchitla"" T/M","20 de Enero Nº 22, Tel. 31100841",Dir. María Leonor Estrada Escobar,150,2,Preescolar,1,Público
171,Indígena de San Juan Ocotán,4,Preescolar Aurelio Ortega T/ V,"20 de Enero Nª 22 ,Tel. 31100841",Dir. Virginia Villegas Sandoval,,2,Preescolar,1,Público
171,Indígena de San Juan Ocotán,4,"PRIMARIA ""VICENTE GUERRERO"" T/M","LIBERTAD 230, TEL. 31652721

",,,3,Primaria,1,Público
171,Indígena de San Juan Ocotán,4,"PRIMARIA ""TIERRA Y LIBERTAD"" T/V","FRANCISCO I MADERO 86, TEL. 31100984

",,,3,Primaria,1,Público
171,Indígena de San Juan Ocotán,4,"PRIMARIA ""EMILIANO ZAPATA"" T/M","FRANCISCO I MADERO 86, TEL. 31102163

",,,3,Primaria,1,Público
171,Indígena de San Juan Ocotán,4,"J JESUS GONZALEZ GALLO"" T/V","LIBERTAD 230
",,,3,Primaria,1,Público
175,Ixcatán Poblado,RN,Preescolar Federal “Niños Héroes”,Morelos y Vicente Guerrero,Dir. Sofía Casillas Martínez,,2,Preescolar,1,Público
175,Ixcatán Poblado,RN,Primaria Federal “José Luís Pérez Verdia”º  T/M,"Juárez Nº 4, TEL 31689082
",Dir. Eduardo Hernández Camacho,,3,Primaria,1,Público
175,Ixcatán Poblado,RN,Tele Secundaria “Ignacio Ramírez”,Dom. Conocido,Dir. Roberto Díaz Gómez,,4,Secundaria,1,Público
176,Jacarandas,1A,"Preescolar ""Instituto de Ciencias""","Av. Prolongación Americas Nª 1811, Tel. 36334680 y 38364334",Dir. Mary Paz Sánchez,,2,Preescolar,2,Privado
176,Jacarandas,1A,Preescolar Shakespeare,"William Shakespeare Nº 5085, Tel. 38339072",,,2,Preescolar,2,Privado
176,Jacarandas,1A,"Preescolar ""Jefferson School"" T/M","Av. Ávila Camacho Nª 3269, Tel. 36331250",Dir. María del Consuelo Castellanos López,,2,Preescolar,2,Privado
176,Jacarandas,1A,"PREESCOLAR ""COLEGIO VICTORIA"" T/M","MANUEL AVILA CAMACHO 325
",,,2,Preescolar,2,Privado
176,Jacarandas,1A,"PRIMARIA ""VICTORIA DE OCCIDENTE"" T/M","MANUEL AVILA CAMACHO 325, TEL.36331717

",,,3,Primaria,2,Privado
176,Jacarandas,1A,Primaria “Instituto de Ciencias”  T/M,"Av. Ávila Camacho Nº 2935, Tel. 38364334","Dir. Fidel Espinoza Quezada, ",,3,Primaria,2,Privado
176,Jacarandas,1A,Primaria “Jefferson School”  T/M,"Av. Ávila Camacho Nº 3269, Tel. 36331250",Dir. María de los Ángeles Jiménez Hermosillo,,3,Primaria,2,Privado
176,Jacarandas,1A,Primaria “Agustín Yánez”  T/M,"Av. Ávila Camacho Nº 276, Tel. 36560150",Dir. María de Jesús de la Peña Martel,,3,Primaria,,Desconocido
176,Jacarandas,1A,Secundaría Particular “Instituto de Ciencias”,"Av. Ávila Camacho Nº 2935, Tel.38364307, 36368878 y 36334680",Dir. Mary Carmén Lievano,,4,Secundaria,2,Privado
176,Jacarandas,1A,"SECUNDARIA ""COLEGIO VICTORIA"" T/M","MANUEL AVILA CAMACHO 325, TEL 36331717

",,,4,Secundaria,2,Privado
176,Jacarandas,1A,Secundaría Particular “ Jefferson School”,"Av. Ávila Camacho Nº 3269, Tel. 36331250 
",Dir. Jaime Mora Ibáñez,,4,Secundaria,2,Privado
